Drug,Build_FRS,Test_FRS,Sensitivity,Specificity,DPR,Sensitivity2,Specificity2
PZA,0.8,0.4,84.96503496503497,97.4141749723145,97.67399014324536,83.79310344827586,97.47853787592463
PZA,0.8,0.5,84.2422320862397,97.4602998948708,97.77071530560545,83.29153605015675,97.52173208790023
PZA,0.8,0.6000000000000001,83.46007604562737,97.48879915924553,97.80756298650454,82.5705329153605,97.54872847038497
PZA,0.8,0.7000000000000001,82.76845106113399,97.52765486725664,97.81677490672931,81.91222570532915,97.58652340586362
PZA,0.8,0.8,82.23767383059418,97.58309827996239,97.85362258762838,81.56739811912226,97.64051617083311
PZA,0.8,0.9,80.94184576485462,97.63892728780758,97.87204642807794,80.28213166144201,97.6945089358026
PZA,0.9,0.1,86.31880369074133,97.30419347681385,97.51278153931186,85.04702194357367,97.37595162248259
PZA,0.9,0.2,86.07836890729533,97.35455604237147,97.50817557919949,84.70219435736676,97.42454511095514
PZA,0.9,0.30000000000000004,85.62320688555945,97.3907262755526,97.59108286122242,84.20062695924764,97.45694076993684
PZA,0.9,0.4,84.93630573248407,97.41956918987762,97.64174842245866,83.60501567398119,97.48393715242157
PZA,0.9,0.5,84.21219822109276,97.46569278441788,97.73847358481875,83.10344827586206,97.52713136439716
PZA,0.9,0.6000000000000001,83.42857142857143,97.49419183538002,97.77532126571784,82.38244514106583,97.55412774688192
PZA,0.9,0.7000000000000001,82.7356394795303,97.5330493943249,97.7845331859426,81.72413793103448,97.59192268236056
PZA,0.9,0.8,82.20392653578214,97.58849557522123,97.8213808668417,81.37931034482759,97.64591544733005
PZA,0.9,0.9,80.94184576485462,97.64432647644327,97.86744046796555,80.28213166144201,97.69990821229955
BDQ,0.1,0.1,54.12844036697248,99.06043676993399,96.02158331319964,49.57983193277311,99.09741421369328
BDQ,0.1,0.2,51.4018691588785,99.09521393539659,96.1021180639446,46.21848739495798,99.12993982761424
BDQ,0.1,0.30000000000000004,47.22222222222222,99.12258499957817,96.32761536603044,42.857142857142854,99.15433403805497
BDQ,0.1,0.4,44.03669724770643,99.22415247090571,96.37593621647741,40.33613445378151,99.25191087981786
BDQ,0.1,0.5,40.36697247706422,99.2583227981458,96.43231054199887,36.97478991596639,99.28443649373881
