,Drug,Build_FRS,Test_FRS,Sensitivity,Specificity,DPR,Sensitivity2,Specificity2,catalogued_R,catalogued_S,catalogued_RS
46,STM,0.9,0.2,95.23250352278065,93.28760962446593,91.46036161335188,89.25819942769095,93.93107654772797,112,8,120
47,STM,0.9,0.30000000000000004,95.13399153737659,93.33632992471064,91.4673157162726,89.08210433634163,93.97173935142828,112,8,120
48,STM,0.9,0.4,94.92242595204513,93.3932584269663,91.47426981919332,88.88399735857362,94.02256785605367,112,8,120
49,STM,0.9,0.5,94.7331295556078,93.42918117488487,91.48817802503477,88.68589038080563,94.05306495882891,112,8,120
50,STM,0.9,0.6000000000000001,94.45879314393049,93.44409519533005,91.56467315716273,88.55381906229364,94.063230659754,112,8,120
51,STM,0.9,0.7000000000000001,94.25152510558424,93.45605567403749,91.59248956884561,88.42174774378164,94.07339636067907,112,8,120
52,STM,0.9,0.8,93.97279549718574,93.49338119811532,91.64116828929069,88.20162887959498,94.1038934634543,112,8,120
53,STM,0.9,0.9,93.00093632958801,93.50969622239658,91.74547983310153,87.45322474136033,94.11405916437938,112,8,120
54,STM,0.5,0.1,95.44392523364486,93.0099054479964,91.54381084840055,89.91855602025095,93.68709972552608,117,7,124
55,STM,0.5,0.2,95.25922466137318,93.06351883080383,91.63421418636996,89.78648470173894,93.72776252922638,117,7,124
56,STM,0.5,0.30000000000000004,95.16242112643141,93.11235955056179,91.6481223922114,89.63240149680828,93.76842533292671,117,7,124
57,STM,0.5,0.4,94.97428705002338,93.16930681945848,91.6481223922114,89.43429451904028,93.8192538375521,117,7,124
58,STM,0.5,0.5,94.80823199251637,93.20530098831986,91.65507649513212,89.23618754127229,93.84975094032734,117,7,124
59,STM,0.5,0.6000000000000001,94.48984356759281,93.22109988776656,91.74547983310153,89.08210433634163,93.85991664125241,117,7,124
60,STM,0.5,0.7000000000000001,94.28371441903873,93.23308270676691,91.77329624478442,88.95003301782964,93.8700823421775,117,7,124
61,STM,0.5,0.8,94.00652985074626,93.27052489905788,91.82197496522949,88.72991415364297,93.90057944495273,117,7,124
62,STM,0.5,0.9,93.03355079217148,93.29746693566466,91.89151599443672,87.89346246973365,93.92091084680288,117,7,124
63,MXF,0.6000000000000001,0.1,93.48479786167725,93.96599391761129,93.38931379365674,91.55759162303664,94.41851544018924,15,24,39
64,MXF,0.6000000000000001,0.2,93.26633165829146,94.05797101449276,93.4641921163823,91.09947643979058,94.4952368774375,15,24,39
65,MXF,0.6000000000000001,0.30000000000000004,92.72544418370768,94.13103448275862,93.50697972936834,90.51047120418848,94.55917140847771,15,24,39
66,MXF,0.6000000000000001,0.4,92.2561180020114,94.17562724014337,93.54976734235439,90.0523560209424,94.59753212710184,15,24,39
67,MXF,0.6000000000000001,0.5,91.4822266934943,94.25303197353914,93.56581269722415,89.26701570680629,94.66786011124609,15,24,39
68,MXF,0.6000000000000001,0.6000000000000001,90.16778523489933,94.32350509782309,93.57650960047066,87.92539267015707,94.73179464228629,15,24,39
69,MXF,0.6000000000000001,0.7000000000000001,88.90006706908116,94.38248657579513,93.64069101994973,86.74738219895288,94.78294226711847,15,24,39
70,MXF,0.6000000000000001,0.8,87.92351559879236,94.47578425976884,93.68882708455902,85.76570680628272,94.86605715747075,15,24,39
71,MXF,0.6000000000000001,0.9,86.39865996649915,94.61744689626728,93.76905385890785,84.3913612565445,94.99392621955118,15,24,39
72,MXF,0.2,0.1,93.45637583892618,93.97898520669156,93.30908701930791,91.13219895287958,94.43130234639729,12,24,36
73,MXF,0.2,0.2,93.23687752355316,94.07095527332964,93.38396534203348,90.67408376963351,94.50802378364554,12,24,36
74,MXF,0.2,0.30000000000000004,92.69114179858539,94.14401986480894,93.42140450339626,90.0523560209424,94.57195831468577,12,24,36
75,MXF,0.2,0.4,92.21698113207547,94.19510513615994,93.4534952131358,89.56151832460732,94.61671248641392,12,24,36
76,MXF,0.2,0.5,91.4391641388608,94.26602343211579,93.47488901962882,88.77617801047121,94.68064701745412,12,24,36
77,MXF,0.2,0.6000000000000001,90.1413189771198,94.33650268706076,93.52302508423811,87.66361256544502,94.74458154849434,12,24,36
78,MXF,0.2,0.7000000000000001,88.8814242526033,94.39548333792344,93.60325185858694,86.58376963350786,94.79572917332652,12,24,36
79,MXF,0.2,0.8,87.91540785498489,94.48228414172686,93.67278172968926,85.70026178010471,94.87245061057477,12,24,36
80,MXF,0.2,0.9,86.3941018766756,94.62395160181494,93.75835695566134,84.3586387434555,95.0003196726552,12,24,36
81,RIF,0.1,0.1,96.04420094716315,98.48053921377644,97.11087420042645,93.73753851731014,98.52752397493015,42,23,65
82,RIF,0.1,0.2,95.85732862715957,98.52506226650061,97.18017057569296,93.52909189777053,98.56905534999623,42,23,65
83,RIF,0.1,0.30000000000000004,95.73459715639811,98.54937191304009,97.21215351812367,93.36595976073954,98.59170882730498,42,23,65
84,RIF,0.1,0.4,95.63318777292577,98.55759884918938,97.23880597014926,93.28439369222403,98.59925998640792,42,23,65
85,RIF,0.1,0.5,95.48369110677446,98.56554190639092,97.24147121535182,93.12126155519303,98.60681114551083,42,23,65
86,RIF,0.1,0.6000000000000001,95.19606021185653,98.56992966230132,97.26812366737741,92.84937466014138,98.6105867250623,42,23,65
87,RIF,0.1,0.7000000000000001,94.84631813538861,98.58558383524382,97.29211087420042,92.56842486858801,98.62568904326814,42,23,65
88,RIF,0.1,0.8,94.4764203490531,98.58952440161642,97.30277185501066,92.2330976980243,98.62946462281961,42,23,65
89,RIF,0.1,0.9,93.9123979213066,98.61699234683967,97.32675906183368,91.71651259742613,98.65589367967983,42,23,65
90,RIF,0.9,0.1,96.06611875519438,98.45318542244443,97.09488272921108,94.28131230741344,98.50487049762138,43,21,64
91,RIF,0.9,0.2,95.88066869862381,98.50077881619937,97.3001066098081,94.08192858437556,98.54640187268745,43,21,64
92,RIF,0.9,0.30000000000000004,95.75863980779893,98.52575073906955,97.36140724946695,93.91879644734456,98.56905534999623,43,21,64
93,RIF,0.9,0.4,95.65779748706578,98.53404362872807,97.3907249466951,93.83723037882908,98.57660650909915,43,21,64
94,RIF,0.9,0.5,95.5091480317871,98.54199066874028,97.39339019189765,93.67409824179808,98.58415766820207,43,21,64
95,RIF,0.9,0.6000000000000001,95.22269451118093,98.54638734501924,97.41737739872069,93.3931484502447,98.58793324775354,43,21,64
96,RIF,0.9,0.7000000000000001,94.87487302613353,98.56204578135323,97.44136460554371,93.11219865869131,98.60303556595937,43,21,64
97,RIF,0.9,0.8,94.50701624815362,98.56604360160107,97.4546908315565,92.77687148812761,98.60681114551083,43,21,64
98,RIF,0.9,0.9,93.94610557401255,98.5935193099697,97.47867803837953,92.26028638752946,98.63324020237107,43,21,64
99,RIF,0.5,0.1,96.0393284481959,98.47745461643568,97.00426439232409,93.83723037882908,98.52752397493015,45,23,68
100,RIF,0.5,0.2,95.85304759254105,98.52494745855064,97.2094882729211,93.6378466557912,98.56905534999623,45,23,68
101,RIF,0.5,0.30000000000000004,95.7308584686775,98.54987948060027,97.27345415778251,93.48377741526191,98.59170882730498,45,23,68
102,RIF,0.5,0.4,95.6384558277654,98.55815941860013,97.3001066098081,93.40221134674643,98.59925998640792,45,23,68
103,RIF,0.5,0.5,95.48914052348246,98.56609932385172,97.30277185501066,93.23907920971543,98.60681114551083,45,23,68
104,RIF,0.5,0.6000000000000001,95.20185614849188,98.5704851804374,97.32942430703625,92.96719231466378,98.6105867250623,45,23,68
105,RIF,0.5,0.7000000000000001,94.85205454039513,98.58613322975334,97.35074626865672,92.67717962660866,98.62568904326814,45,23,68
106,RIF,0.5,0.8,94.48154331292895,98.59007224423212,97.35607675906184,92.32372666304151,98.62946462281961,45,23,68
107,RIF,0.5,0.9,93.91804190617468,98.61747572815534,97.37739872068231,91.80714156244336,98.65589367967983,45,23,68
108,LEV,0.2,0.1,90.8311910882605,96.95678636640292,93.51127473538887,88.33333333333333,97.17992103778906,16,21,37
109,LEV,0.2,0.2,90.47210300429185,97.001924440393,93.59564350360485,87.83333333333333,97.21752209061853,16,21,37
110,LEV,0.2,0.30000000000000004,89.72484952708513,97.03501315523172,93.63399294370302,86.95833333333334,97.24572288024065,16,21,37
111,LEV,0.2,0.4,89.06586310804994,97.09631728045326,93.62632305568339,86.20833333333333,97.30212445948486,16,21,37
112,LEV,0.2,0.5,88.33907056798623,97.12812215593082,93.6723423838012,85.54166666666667,97.33032524910698,16,21,37
113,LEV,0.2,0.6000000000000001,87.18279569892474,97.19975737970077,93.70302193587973,84.45833333333333,97.39612709155855,16,21,37
114,LEV,0.2,0.7000000000000001,85.74495491627307,97.25224770178806,93.78739070409571,83.20833333333333,97.44312840759541,16,21,37
115,LEV,0.2,0.8,84.47018447018448,97.29484203088725,93.86408958429206,82.04166666666667,97.48072946042488,16,21,37
116,LEV,0.2,0.9,82.7112827112827,97.34718579786161,93.91777880042952,80.33333333333333,97.52773077646174,16,21,37
117,INH,0.4,0.1,94.49418084153984,98.72273712362245,93.73347223335203,91.68959027073983,98.82741396097025,68,14,82
118,INH,0.4,0.2,94.30597014925372,98.78491113529199,94.70844351844431,91.47965831764876,98.86551242433221,68,14,82
119,INH,0.4,0.30000000000000004,94.04309252217998,98.83627608346708,95.73683788765125,91.31316056174896,98.89514456250265,68,14,82
120,INH,0.4,0.4,93.88561628513906,98.85175130179358,95.84101290167482,91.14666280584915,98.90784405028997,68,14,82
121,INH,0.4,0.5,93.70342771982116,98.86126062007918,95.8971071399952,91.03083828000578,98.91631037548152,68,14,82
122,INH,0.4,0.6000000000000001,93.512104283054,98.87030777441737,95.91847637364104,90.8788185898364,98.92477670067308,68,14,82
123,INH,0.4,0.7000000000000001,93.3060312732688,98.8749555318392,95.94251676149264,90.71232083393659,98.92900986326885,68,14,82
124,INH,0.4,0.8,93.08265078183172,98.90202702702703,95.9638859951385,90.4951498479803,98.9544088388435,68,14,82
125,INH,0.4,0.9,92.68437895363549,98.91565194204959,95.99861099981301,90.15491530331548,98.96710832663082,68,14,82
126,INH,0.8,0.1,94.49294828744124,98.72728949552707,93.7227876165291,91.6678731721442,98.83164712356601,67,14,81
127,INH,0.8,0.2,94.30469508098828,98.78939016096123,94.69775890162138,91.45794121905313,98.86974558692799,67,14,81
128,INH,0.8,0.30000000000000004,94.04175988068606,98.84068310518572,95.72615327082833,91.29144346315331,98.89937772509842,67,14,81
129,INH,0.8,0.4,93.88379204892966,98.85615097026883,95.82765713064614,91.1177066743883,98.91207721288575,67,14,81
130,INH,0.8,0.5,93.7015503875969,98.86565836298932,95.88375136896653,91.00188214854495,98.9205435380773,67,14,81
131,INH,0.8,0.6000000000000001,93.511620977354,98.8747053329182,95.91313406522958,90.8715795569712,98.92900986326885,67,14,81
132,INH,0.8,0.7000000000000001,93.30652967016604,98.87935251478632,95.94251676149264,90.71955986680179,98.93324302586463,67,14,81
133,INH,0.8,0.8,93.08368076235854,98.90202702702703,95.96922830354997,90.50962791371073,98.9544088388435,67,14,81
134,INH,0.8,0.9,92.6860119047619,98.91565194204959,96.00662446243021,90.1766324019111,98.96710832663082,67,14,81
135,STM,0.6000000000000001,0.1,95.44072948328267,93.0457251994158,91.64116828929069,89.85252036099493,93.70743112737622,116,8,124
136,STM,0.6000000000000001,0.2,95.2559009114279,93.0991921005386,91.7315716272601,89.72044904248294,93.74809393107655,116,8,124
137,STM,0.6000000000000001,0.30000000000000004,95.15902712815716,93.1479197039363,91.74547983310153,89.56636583755227,93.78875673477687,116,8,124
138,STM,0.6000000000000001,0.4,94.94855004677268,93.20475442924423,91.75243393602224,89.36825885978429,93.83958523940225,116,8,124
139,STM,0.6000000000000001,0.5,94.76023391812866,93.24066808653738,91.7663421418637,89.17015188201628,93.8700823421775,116,8,124
140,STM,0.6000000000000001,0.6000000000000001,94.48726932959589,93.25565762939728,91.84283727399165,89.0380805635043,93.88024804310258,116,8,124
141,STM,0.6000000000000001,0.7000000000000001,94.28104575163398,93.26761510025764,91.87065368567455,88.9060092449923,93.89041374402764,116,8,124
142,STM,0.6000000000000001,0.8,94.00373308446103,93.30497089117779,91.91933240611961,88.68589038080563,93.92091084680288,116,8,124
143,STM,0.6000000000000001,0.9,93.03030303030303,93.33184157529648,91.98887343532685,87.84943869689631,93.94124224865304,116,8,124
144,LEV,0.30000000000000004,0.1,90.86251067463706,96.95369618196588,93.4959349593496,88.66666666666667,97.17992103778906,18,20,38
145,LEV,0.30000000000000004,0.2,90.50470487596236,96.99888472067323,93.58030372756558,88.16666666666667,97.21752209061853,18,20,38
146,LEV,0.30000000000000004,0.30000000000000004,89.79854264894985,97.03200972447326,93.61098327964412,87.29166666666667,97.24572288024065,18,20,38
147,LEV,0.30000000000000004,0.4,89.14163090128756,97.0933765444602,93.60331339162448,86.54166666666666,97.30212445948486,18,20,38
148,LEV,0.30000000000000004,0.5,88.41698841698842,97.12521510274318,93.64933271974229,85.875,97.33032524910698,18,20,38
149,LEV,0.30000000000000004,0.6000000000000001,87.24774581365394,97.19692369965594,93.65700260776192,84.66666666666667,97.39612709155855,18,20,38
150,LEV,0.30000000000000004,0.7000000000000001,85.80617495711836,97.24946910708869,93.73370148795827,83.375,97.44312840759541,18,20,38
151,LEV,0.30000000000000004,0.8,84.51308451308451,97.29210871981408,93.78739070409571,82.08333333333333,97.48072946042488,18,20,38
152,LEV,0.30000000000000004,0.9,82.75418275418276,97.34450726978999,93.84107992023316,80.375,97.52773077646174,18,20,38
153,LEV,0.5,0.1,90.8936170212766,96.79643146796431,93.68001227182083,89.0,97.02951682647114,20,20,40
154,LEV,0.5,0.2,90.54111631870472,96.84178560583055,93.77205092805644,88.54166666666666,97.06711787930062,20,20,40
155,LEV,0.5,0.30000000000000004,89.84208279982929,96.875,93.81040036815462,87.70833333333333,97.09531866892273,20,20,40
156,LEV,0.5,0.4,89.2018779342723,96.91670036393046,93.84107992023316,87.08333333333333,97.1329197217522,20,20,40
157,LEV,0.5,0.5,88.4861407249467,96.96816574027287,93.87942936033133,86.45833333333334,97.17992103778906,20,20,40
158,LEV,0.5,0.6000000000000001,87.31311405382314,97.03980602141847,93.8717594723117,85.16666666666667,97.24572288024065,20,20,40
159,LEV,0.5,0.7000000000000001,85.86074327210594,97.09237758707724,93.92544868844915,83.75,97.29272419627749,20,20,40
160,LEV,0.5,0.8,84.57923964117899,97.14487489911218,93.9791379045866,82.5,97.33972551231435,20,20,40
161,LEV,0.5,0.9,82.83518360375747,97.20709820528333,94.03282712072404,80.83333333333333,97.39612709155855,20,20,40
162,MXF,0.1,0.1,93.42770475227502,93.99198008849558,93.2288602449591,90.70680628272252,94.44408925260534,11,24,35
163,MXF,0.1,0.2,93.20486815415822,94.09043838453573,93.29304166443815,90.21596858638743,94.52720414295761,11,24,35
164,MXF,0.1,0.30000000000000004,92.6565143824027,94.1635046567782,93.33048082580093,89.59424083769633,94.59113867399782,11,24,35
165,MXF,0.1,0.4,92.17744666440908,94.21459109088401,93.3572230839172,89.07068062827224,94.63589284572598,11,24,35
166,MXF,0.1,0.5,91.39566395663957,94.27901847256686,93.38396534203348,88.28534031413614,94.69343392366217,11,24,35
167,MXF,0.1,0.6000000000000001,90.10135135135135,94.34950385887542,93.44814676151255,87.27094240837697,94.75736845470239,11,24,35
168,MXF,0.1,0.7000000000000001,88.8514651397777,94.4084836799339,93.54976734235439,86.32198952879581,94.80851607953456,11,24,35
169,MXF,0.1,0.8,87.8950907868191,94.48878491812303,93.64069101994973,85.53664921465969,94.8788440636788,11,24,35
170,MXF,0.1,0.9,86.3941018766756,94.62395160181494,93.75835695566134,84.3586387434555,95.0003196726552,11,24,35
171,MXF,0.7000000000000001,0.1,93.46733668341709,93.97248911315408,93.34117772904744,91.29581151832461,94.42490889329326,13,24,37
172,MXF,0.7000000000000001,0.2,93.24823647967753,94.06446269583823,93.41605605177301,90.83769633507853,94.50163033054153,13,24,37
173,MXF,0.7000000000000001,0.30000000000000004,92.70342972427706,94.1375267259811,93.4534952131358,90.21596858638743,94.56556486158175,13,24,37
174,MXF,0.7000000000000001,0.4,92.23007063572149,94.18861160898938,93.48558592287533,89.72513089005236,94.61031903330989,13,24,37
175,MXF,0.7000000000000001,0.5,91.45356662180349,94.25952725518573,93.50697972936834,88.93979057591623,94.67425356435011,13,24,37
176,MXF,0.7000000000000001,0.6000000000000001,90.14794889038332,94.33000344471236,93.53907043910787,87.72905759162303,94.73818809539031,13,24,37
177,MXF,0.7000000000000001,0.7000000000000001,88.88888888888889,94.38898450946644,93.6192972134567,86.64921465968587,94.7893357202225,13,24,37
178,MXF,0.7000000000000001,0.8,87.91540785498489,94.48228414172686,93.67278172968926,85.70026178010471,94.87245061057477,13,24,37
179,MXF,0.7000000000000001,0.9,86.3941018766756,94.62395160181494,93.75835695566134,84.3586387434555,95.0003196726552,13,24,37
180,MXF,0.30000000000000004,0.1,93.46733668341709,93.97248911315408,93.34117772904744,91.29581151832461,94.42490889329326,13,24,37
181,MXF,0.30000000000000004,0.2,93.24823647967753,94.06446269583823,93.41605605177301,90.83769633507853,94.50163033054153,13,24,37
182,MXF,0.30000000000000004,0.30000000000000004,92.70342972427706,94.1375267259811,93.4534952131358,90.21596858638743,94.56556486158175,13,24,37
183,MXF,0.30000000000000004,0.4,92.23007063572149,94.18861160898938,93.48558592287533,89.72513089005236,94.61031903330989,13,24,37
184,MXF,0.30000000000000004,0.5,91.45356662180349,94.25952725518573,93.50697972936834,88.93979057591623,94.67425356435011,13,24,37
185,MXF,0.30000000000000004,0.6000000000000001,90.14794889038332,94.33000344471236,93.53907043910787,87.72905759162303,94.73818809539031,13,24,37
186,MXF,0.30000000000000004,0.7000000000000001,88.88888888888889,94.38898450946644,93.6192972134567,86.64921465968587,94.7893357202225,13,24,37
187,MXF,0.30000000000000004,0.8,87.91540785498489,94.48228414172686,93.67278172968926,85.70026178010471,94.87245061057477,13,24,37
188,MXF,0.30000000000000004,0.9,86.3941018766756,94.62395160181494,93.75835695566134,84.3586387434555,95.0003196726552,13,24,37
189,RIF,0.6000000000000001,0.1,96.06124896227286,98.45439288083993,97.18017057569296,94.38100416893239,98.50487049762138,47,23,70
190,RIF,0.6000000000000001,0.2,95.87600332133961,98.50194552529183,97.38539445628997,94.18162044589451,98.54640187268745,47,23,70
191,RIF,0.6000000000000001,0.30000000000000004,95.75489110372831,98.52689676616916,97.45202558635394,94.03661410186696,98.56905534999623,47,23,70
192,RIF,0.6000000000000001,0.4,95.66300636707575,98.53518281073941,97.47867803837953,93.95504803335146,98.57660650909915,47,23,70
193,RIF,0.6000000000000001,0.5,95.51453622519612,98.54312354312354,97.48134328358209,93.79191589632046,98.58415766820207,47,23,70
194,RIF,0.6000000000000001,0.6000000000000001,95.22886674049464,98.5475164084042,97.50799573560768,93.5200290012688,98.58793324775354,47,23,70
195,RIF,0.6000000000000001,0.7000000000000001,94.880073800738,98.56316259562735,97.52398720682302,93.21189052021026,98.60303556595937,47,23,70
196,RIF,0.6000000000000001,0.8,94.51157642283921,98.56710158434296,97.52931769722815,92.8584375566431,98.60681114551083,47,23,70
197,RIF,0.6000000000000001,0.9,93.95057174474364,98.59450225190247,97.54797441364606,92.33278955954323,98.63324020237107,47,23,70
198,RIF,0.2,0.1,96.04420094716315,98.48053921377644,97.11087420042645,93.73753851731014,98.52752397493015,42,23,65
199,RIF,0.2,0.2,95.85771338348657,98.52506226650061,97.18283582089552,93.53815479427226,98.56905534999623,42,23,65
200,RIF,0.2,0.30000000000000004,95.73499349563278,98.54937191304009,97.21481876332622,93.37502265724126,98.59170882730498,42,23,65
201,RIF,0.2,0.4,95.63359345968043,98.55759884918938,97.24147121535182,93.29345658872576,98.59925998640792,42,23,65
202,RIF,0.2,0.5,95.48411076008176,98.56554190639092,97.24413646055437,93.13032445169476,98.60681114551083,42,23,65
203,RIF,0.2,0.6000000000000001,95.19650655021834,98.56992966230132,97.27078891257996,92.8584375566431,98.6105867250623,42,23,65
204,RIF,0.2,0.7000000000000001,94.84679665738162,98.58558383524382,97.29477611940298,92.57748776508973,98.62568904326814,42,23,65
205,RIF,0.2,0.8,94.47693307342429,98.58952440161642,97.30543710021323,92.24216059452601,98.62946462281961,42,23,65
206,RIF,0.2,0.9,93.91352755613286,98.61699234683967,97.33208955223881,91.73463839042958,98.65589367967983,42,23,65
207,LEV,0.4,0.1,90.88974031502767,96.79643146796431,93.6723423838012,88.95833333333333,97.02951682647114,19,20,39
208,LEV,0.4,0.2,90.53708439897699,96.84178560583055,93.76438104003681,88.5,97.06711787930062,19,20,39
209,LEV,0.4,0.30000000000000004,89.83774551665243,96.875,93.80273048013498,87.66666666666667,97.09531866892273,19,20,39
210,LEV,0.4,0.4,89.19726729291204,96.91670036393046,93.83341003221352,87.04166666666666,97.1329197217522,19,20,39
211,LEV,0.4,0.5,88.47631241997439,96.96816574027287,93.86408958429206,86.375,97.17992103778906,19,20,39
212,LEV,0.4,0.6000000000000001,87.30226592560923,97.03980602141847,93.85641969627243,85.08333333333333,97.24572288024065,19,20,39
213,LEV,0.4,0.7000000000000001,85.85470085470085,97.09237758707724,93.91777880042952,83.70833333333333,97.29272419627749,19,20,39
214,LEV,0.4,0.8,84.57264957264957,97.14487489911218,93.97146801656696,82.45833333333333,97.33972551231435,19,20,39
215,LEV,0.4,0.9,82.82051282051283,97.20709820528333,94.01748734468477,80.75,97.39612709155855,19,20,39
216,INH,0.1,0.1,94.39433469996273,98.76471637531216,95.73149557923979,91.6678731721442,98.82741396097025,66,23,89
217,INH,0.1,0.2,94.23306475678902,98.80703316269754,95.81163020541176,91.43622412045751,98.86551242433221,66,23,89
218,INH,0.1,0.30000000000000004,94.02595465393794,98.83891632190044,95.85971098111494,91.26248733169248,98.89514456250265,66,23,89
219,INH,0.1,0.4,93.87496269770217,98.85267043180505,95.87039559793787,91.08875054292747,98.90784405028997,66,23,89
220,INH,0.1,0.5,93.69268619995526,98.86181753512359,95.90779175681811,90.97292601708412,98.91631037548152,66,23,89
221,INH,0.1,0.6000000000000001,93.50271961850831,98.87086019115358,95.93717445308117,90.84262342551035,98.92477670067308,66,23,89
222,INH,0.1,0.7000000000000001,93.29708795710137,98.8755055780257,95.9638859951385,90.68336470247574,98.92900986326885,66,23,89
223,INH,0.1,0.8,93.07417336907953,98.89816953971922,95.99059753719582,90.47343274938468,98.95017567624772,66,23,89
224,INH,0.1,0.9,92.67693681625363,98.9117882206627,96.03066485028181,90.14767627045028,98.96287516403504,66,23,89
225,INH,0.9,0.1,94.50238379022646,98.71363363917193,93.79223762587814,91.83437092804402,98.81894763577868,67,14,81
226,INH,0.9,0.2,94.3144560357675,98.77595430229395,94.76720891097044,91.62443897495295,98.85704609914066,67,14,81
227,INH,0.9,0.30000000000000004,94.05107586925769,98.82746321890326,95.79026097176589,91.44346315332271,98.8866782373111,67,14,81
228,INH,0.9,0.4,93.89426656738645,98.84295313960216,95.8971071399952,91.28420443028811,98.89937772509842,67,14,81
229,INH,0.9,0.5,93.71186188420896,98.85246630787707,95.95053022410984,91.16114087157956,98.90784405028997,67,14,81
230,INH,0.9,0.6000000000000001,93.52223709653428,98.86151383082807,95.9799129203729,91.03083828000578,98.91631037548152,67,14,81
231,INH,0.9,0.7000000000000001,93.31747565598751,98.86616273899511,96.00929561663595,90.8788185898364,98.9205435380773,67,14,81
232,INH,0.9,0.8,93.0944770683119,98.88883950397795,96.03333600448754,90.66164760388013,98.94170935105618,67,14,81
233,INH,0.9,0.9,92.69850701923791,98.90246611864029,96.07607447177926,90.34313015781092,98.9544088388435,67,14,81
234,INH,0.5,0.1,94.49746495675514,98.70908252650992,93.76285492961509,91.7475025336615,98.81471447318292,70,14,84
235,INH,0.5,0.2,94.30936754176611,98.77147649485471,94.73782621470738,91.53757058057043,98.8528129365449,70,14,84
236,INH,0.5,0.30000000000000004,94.04664332016989,98.82305737595293,95.7662205839143,91.37107282467063,98.88244507471532,70,14,84
237,INH,0.5,0.4,93.8892614948953,98.83855464578141,95.87039559793787,91.20457506877081,98.89514456250265,70,14,84
238,INH,0.5,0.5,93.70717902889484,98.84806973848069,95.92648983625824,91.08875054292747,98.9036108876942,70,14,84
239,INH,0.5,0.6000000000000001,93.51596813816721,98.85711744563525,95.94785906990411,90.93673085275807,98.91207721288575,70,14,84
240,INH,0.5,0.7000000000000001,93.3095184937114,98.86176692899382,95.96922830354997,90.76299406399305,98.91631037548152,70,14,84
241,INH,0.5,0.8,93.08625437225572,98.88883950397795,95.99059753719582,90.54582307803678,98.94170935105618,70,14,84
242,INH,0.5,0.9,92.68818803927402,98.90246611864029,96.02532254187034,90.20558853337194,98.9544088388435,70,14,84
243,LEV,0.6000000000000001,0.1,90.86641058472044,96.95369618196588,93.50360484736923,88.70833333333333,97.17992103778906,19,20,39
244,LEV,0.6000000000000001,0.2,90.50876442924327,96.99888472067323,93.58797361558521,88.20833333333333,97.21752209061853,19,20,39
245,LEV,0.6000000000000001,0.30000000000000004,89.80291345329906,97.03200972447326,93.61865316766375,87.33333333333333,97.24572288024065,19,20,39
246,LEV,0.6000000000000001,0.4,89.14628914628915,97.0933765444602,93.61098327964412,86.58333333333333,97.30212445948486,19,20,39
247,LEV,0.6000000000000001,0.5,88.42691813116159,97.12521510274318,93.66467249578156,85.95833333333334,97.33032524910698,19,20,39
248,LEV,0.6000000000000001,0.6000000000000001,87.25868725868726,97.19692369965594,93.6723423838012,84.75,97.39612709155855,19,20,39
249,LEV,0.6000000000000001,0.7000000000000001,85.81225889412774,97.24946910708869,93.7413713759779,83.41666666666666,97.44312840759541,19,20,39
250,LEV,0.6000000000000001,0.8,84.51972555746141,97.29210871981408,93.79506059211535,82.125,97.48072946042488,19,20,39
251,LEV,0.6000000000000001,0.9,82.76896699528504,97.34450726978999,93.85641969627243,80.45833333333333,97.52773077646174,19,20,39
252,LEV,0.9,0.1,90.79569892473118,96.79318043434138,93.41156619113362,87.95833333333334,97.02951682647114,16,19,35
253,LEV,0.9,0.2,90.43515725980181,96.84839886501824,93.48826507132996,87.45833333333334,97.076518142508,16,19,35
254,LEV,0.9,0.30000000000000004,89.72366148531951,96.88164422395464,93.5189446234085,86.58333333333333,97.1047189321301,16,19,35
255,LEV,0.9,0.4,89.07127429805615,96.92338832102014,93.5419542874674,85.91666666666666,97.14231998495958,16,19,35
256,LEV,0.9,0.5,88.35202761000863,96.96509863429439,93.59564350360485,85.33333333333334,97.17992103778906,16,19,35
257,LEV,0.9,0.6000000000000001,87.20379146919431,97.03681229773463,93.64166283172266,84.33333333333334,97.24572288024065,16,19,35
258,LEV,0.9,0.7000000000000001,85.76956147893378,97.08943911066194,93.73370148795827,83.125,97.29272419627749,16,19,35
259,LEV,0.9,0.8,84.51972555746141,97.14228011713622,93.84107992023316,82.125,97.33972551231435,16,19,35
260,LEV,0.9,0.9,82.82785134557882,97.20456150973862,93.95612824052769,80.79166666666666,97.39612709155855,16,19,35
261,STM,0.1,0.1,95.42897327707455,93.18181818181817,91.47426981919332,89.6103896103896,93.83958523940225,115,8,123
262,STM,0.1,0.2,95.24032825322392,93.2247191011236,91.55076495132128,89.41228263262163,93.8700823421775,115,8,123
263,STM,0.1,0.30000000000000004,95.14198544942502,93.27344188658057,91.557719054242,89.23618754127229,93.91074514587781,115,8,123
264,STM,0.1,0.4,94.93076742548698,93.33033909723781,91.56467315716273,89.0380805635043,93.96157365050321,115,8,123
265,STM,0.1,0.5,94.74178403755869,93.36625883937592,91.57858136300418,88.8399735857363,93.99207075327844,115,8,123
266,STM,0.1,0.6000000000000001,94.46658851113716,93.38119811532421,91.6481223922114,88.68589038080563,94.00223645420351,115,8,123
267,STM,0.1,0.7000000000000001,94.25960637300844,93.39315759955132,91.6759388038943,88.55381906229364,94.0124021551286,115,8,123
268,STM,0.1,0.8,93.98126463700234,93.43049327354261,91.72461752433935,88.33370019810698,94.04289925790383,115,8,123
