,Drug,Build_FRS,Test_FRS,Sensitivity,Specificity,Coverage
44,AMI,0.5,0.9,78.75257025359835,98.53813688910637,92.73551007655054
45,AMI,0.6,0.1,85.73407202216067,98.24528062840491,89.72556371400302
46,AMI,0.6,0.2,85.16978516978517,98.28502721174534,89.80367650887882
47,AMI,0.6,0.30000000000000004,84.54608454608454,98.3558871885671,89.86616674477946
48,AMI,0.6,0.4,84.0499306518724,98.38882921589689,89.9286569806801
49,AMI,0.6,0.5,83.59972202918694,98.40848806366049,89.94948705931365
50,AMI,0.6,0.6,82.58154059680777,98.44085342759753,90.00156225589751
51,AMI,0.6,0.7000000000000001,81.57894736842105,98.44804744180178,90.06405249179815
52,AMI,0.6,0.8,80.66528066528068,98.46231409125284,90.14737280633234
53,AMI,0.6,0.9,79.57063711911357,98.49515174411283,90.22548560120815
54,AMI,0.7000000000000001,0.1,84.85263879369431,98.29601377952756,92.25121074832057
55,AMI,0.7000000000000001,0.2,84.2357779300891,98.33507403084106,92.36056866114669
56,AMI,0.7000000000000001,0.30000000000000004,83.61891706648389,98.40422267231327,92.44388897568089
57,AMI,0.7000000000000001,0.4,83.1275720164609,98.43587069864442,92.49075665260636
58,AMI,0.7000000000000001,0.5,82.68041237113401,98.4548408854007,92.50637921158152
59,AMI,0.7000000000000001,0.6,81.61865569272977,98.48614856582496,92.55845440816539
60,AMI,0.7000000000000001,0.7000000000000001,80.74023303632625,98.49283176081363,92.5949070457741
61,AMI,0.7000000000000001,0.8,79.83539094650206,98.50645773397808,92.66781232099152
62,AMI,0.7000000000000001,0.9,78.75257025359835,98.53813688910637,92.73551007655054
63,AMI,0.8,0.1,84.85263879369431,98.29601377952756,92.25121074832057
64,AMI,0.8,0.2,84.2357779300891,98.33507403084106,92.36056866114669
65,AMI,0.8,0.30000000000000004,83.61891706648389,98.40422267231327,92.44388897568089
66,AMI,0.8,0.4,83.1275720164609,98.43587069864442,92.49075665260636
67,AMI,0.8,0.5,82.68041237113401,98.4548408854007,92.50637921158152
68,AMI,0.8,0.6,81.61865569272977,98.48614856582496,92.55845440816539
69,AMI,0.8,0.7000000000000001,80.74023303632625,98.49283176081363,92.5949070457741
70,AMI,0.8,0.8,79.83539094650206,98.50645773397808,92.66781232099152
71,AMI,0.8,0.9,78.75257025359835,98.53813688910637,92.73551007655054
72,AMI,0.9,0.1,86.151704940849,98.20665544477535,87.91855439254283
73,AMI,0.9,0.2,85.58495821727018,98.2470892626132,87.98625214810187
74,AMI,0.9,0.30000000000000004,85.01742160278745,98.31965359012473,88.0487423840025
75,AMI,0.9,0.4,84.5778087927425,98.35367034669765,88.12164765921992
76,AMI,0.9,0.5,84.0670859538784,98.37387881525457,88.15289277717024
77,AMI,0.9,0.6,83.04256803907886,98.40706823165226,88.21017549341249
78,AMI,0.9,0.7000000000000001,82.09059233449477,98.41433543895836,88.26225068999636
79,AMI,0.9,0.8,81.22819260293092,98.42904970383724,88.34557100453054
80,AMI,0.9,0.9,80.18143754361479,98.46272592783174,88.42368379940633
81,STM,0.1,0.1,95.4788657035848,93.47322348094748,91.12941549184222
82,STM,0.1,0.2,95.31709927749532,93.50816300295668,91.2086171392365
83,STM,0.1,0.30000000000000004,95.25850522368069,93.53802672147997,91.21653730397593
84,STM,0.1,0.4,95.1219512195122,93.59023763648041,91.2086171392365
85,STM,0.1,0.5,94.93297587131367,93.60554699537751,91.22445746871534
86,STM,0.1,0.6,94.61991434689507,93.62166324435319,91.30365911610961
87,STM,0.1,0.7000000000000001,94.41027012570206,93.62248171435904,91.33533977506733
88,STM,0.1,0.8,94.12079102084446,93.66504231854321,91.39870109298273
89,STM,0.1,0.9,93.14300960512273,93.68110740835684,91.477902740377
90,STM,0.2,0.1,95.48369855692144,93.41309661649298,91.20069697449706
91,STM,0.2,0.2,95.32335649385355,93.47211513749679,91.2719784571519
92,STM,0.2,0.30000000000000004,95.26484751203851,93.50199049698215,91.27989862189133
93,STM,0.2,0.4,95.12847965738757,93.55418592706728,91.2719784571519
94,STM,0.2,0.5,94.93975903614458,93.56950327300731,91.28781878663077
95,STM,0.2,0.6,94.6271050521251,93.5856318152662,91.36702043402502
96,STM,0.2,0.7000000000000001,94.41773504273505,93.5864545920985,91.39870109298273
97,STM,0.2,0.8,94.12863624232719,93.62902192026664,91.46206241089814
98,STM,0.2,0.9,93.1503198294243,93.6450992953235,91.53334389355298
99,STM,0.30000000000000004,0.1,95.50531914893618,93.31705436319238,91.40662125772216
100,STM,0.30000000000000004,0.2,95.34574468085107,93.37612323491656,91.477902740377
101,STM,0.30000000000000004,0.30000000000000004,95.28879425073197,93.40602950609365,91.49374306985585
102,STM,0.30000000000000004,0.4,95.15312916111851,93.45818368394049,91.48582290511644
103,STM,0.30000000000000004,0.5,94.96537027171019,93.47352224644186,91.50166323459527
104,STM,0.30000000000000004,0.6,94.65425531914894,93.48968345508138,91.58086488198954
105,STM,0.30000000000000004,0.7000000000000001,94.44592080786607,93.49051768323936,91.61254554094725
106,STM,0.30000000000000004,0.8,94.15825809877855,93.53310283006788,91.67590685886266
107,STM,0.30000000000000004,0.9,93.18302387267904,93.56118791602663,91.73134801203865
108,STM,0.4,0.1,95.5077086656034,93.3058702368692,91.31949944558848
109,STM,0.4,0.2,95.34821903242955,93.36505079079338,91.39078092824332
110,STM,0.4,0.30000000000000004,95.29130087789306,93.39501413518376,91.40662125772216
111,STM,0.4,0.4,95.18104366347177,93.44725684183477,91.39078092824332
112,STM,0.4,0.5,95.01864677677145,93.46262522476239,91.39870109298273
113,STM,0.4,0.6,94.65567668173358,93.4788189987163,91.48582290511644
114,STM,0.4,0.7000000000000001,94.44739638682252,93.47965601334873,91.51750356407413
115,STM,0.4,0.8,94.15980886647199,93.5223191380195,91.58086488198954
116,STM,0.4,0.9,93.1848316096526,93.55045518656237,91.63630603516553
117,STM,0.5,0.1,95.5077086656034,93.3058702368692,91.31949944558848
118,STM,0.5,0.2,95.34821903242955,93.36505079079338,91.39078092824332
119,STM,0.5,0.30000000000000004,95.29130087789306,93.39501413518376,91.40662125772216
120,STM,0.5,0.4,95.18104366347177,93.44725684183477,91.39078092824332
121,STM,0.5,0.5,95.01864677677145,93.46262522476239,91.39870109298273
122,STM,0.5,0.6,94.65567668173358,93.4788189987163,91.48582290511644
123,STM,0.5,0.7000000000000001,94.44739638682252,93.47965601334873,91.51750356407413
124,STM,0.5,0.8,94.15980886647199,93.5223191380195,91.58086488198954
125,STM,0.5,0.9,93.1848316096526,93.55045518656237,91.63630603516553
126,STM,0.6,0.1,95.50173010380622,93.32904884318765,91.37494059876445
127,STM,0.6,0.2,95.34202821400054,93.38811143920914,91.4462220814193
128,STM,0.6,0.30000000000000004,95.28502930207779,93.41801385681293,91.46206241089814
129,STM,0.6,0.4,95.1492537313433,93.47017318794099,91.45414224615872
130,STM,0.6,0.5,94.96134364169555,93.4855091048987,91.46998257563757
131,STM,0.6,0.6,94.65141032464076,93.50166623942579,91.55710438777128
132,STM,0.6,0.7000000000000001,94.44296729593194,93.50249903883122,91.58878504672897
133,STM,0.6,0.8,94.15515409139213,93.54508196721312,91.65214636464438
134,STM,0.6,0.9,93.17940552016985,93.5731660478812,91.70758751782037
135,STM,0.7000000000000001,0.1,95.55673102353875,93.0905815748842,91.50166323459527
136,STM,0.7000000000000001,0.2,95.39804284580798,93.14998072227219,91.57294471725011
137,STM,0.7000000000000001,0.30000000000000004,95.34021710352133,93.18006678653994,91.58086488198954
138,STM,0.7000000000000001,0.4,95.20529801324503,93.2323102606909,91.57294471725011
139,STM,0.7000000000000001,0.5,95.01854795972443,93.24775353016688,91.58878504672897
140,STM,0.7000000000000001,0.6,94.71039407564137,93.2640492686682,91.67590685886266
141,STM,0.7000000000000001,0.7000000000000001,94.52815226011101,93.2649134060295,91.69966735308095
142,STM,0.7000000000000001,0.8,94.21553090332804,93.3076923076923,91.76302867099636
143,STM,0.7000000000000001,0.9,93.24538258575198,93.3358964500833,91.81846982417234
144,STM,0.8,0.1,95.50173010380622,93.32904884318765,91.37494059876445
145,STM,0.8,0.2,95.34202821400054,93.38811143920914,91.4462220814193
146,STM,0.8,0.30000000000000004,95.28502930207779,93.41801385681293,91.46206241089814
147,STM,0.8,0.4,95.1492537313433,93.47017318794099,91.45414224615872
148,STM,0.8,0.5,94.96134364169555,93.4855091048987,91.46998257563757
149,STM,0.8,0.6,94.65141032464076,93.50166623942579,91.55710438777128
150,STM,0.8,0.7000000000000001,94.44296729593194,93.50249903883122,91.58878504672897
151,STM,0.8,0.8,94.15515409139213,93.54508196721312,91.65214636464438
152,STM,0.8,0.9,93.17940552016985,93.5731660478812,91.70758751782037
153,STM,0.9,0.1,95.47765587369548,93.58295674628792,90.93933153809598
154,STM,0.9,0.2,95.31584582441114,93.64199123033274,91.00269285601141
155,STM,0.9,0.30000000000000004,95.2572347266881,93.6718649310478,91.01061302075082
156,STM,0.9,0.4,95.12064343163539,93.72422680412372,91.00269285601141
157,STM,0.9,0.5,94.93161705551087,93.73953368543089,91.01853318549026
158,STM,0.9,0.6,94.61991434689507,93.75563280545899,91.10565499762396
159,STM,0.9,0.7000000000000001,94.41027012570206,93.75643666323377,91.13733565658166
160,STM,0.9,0.8,94.12079102084446,93.78698224852072,91.2086171392365
161,STM,0.9,0.9,93.16786762743529,93.80383082658439,91.28781878663077
162,CAP,0.1,0.1,84.41410693970421,97.51574127074986,92.00880467030338
163,CAP,0.1,0.2,83.63636363636363,97.59890235536245,92.12364819599962
164,CAP,0.1,0.30000000000000004,82.72727272727273,97.67920429861667,92.13321848980763
165,CAP,0.1,0.4,82.27272727272728,97.72701313535123,92.20978084027179
166,CAP,0.1,0.5,81.47727272727273,97.79554540262707,92.20978084027179
167,CAP,0.1,0.6,80.09101251422071,97.84221943144195,92.23849172169587
168,CAP,0.1,0.7000000000000001,78.9533560864619,97.90050205385668,92.28634319073595
169,CAP,0.1,0.8,78.04323094425484,97.95871821188277,92.33419465977606
170,CAP,0.1,0.9,76.53061224489795,98.00615244388743,92.43946789166428
171,CAP,0.2,0.1,84.43181818181819,97.51574127074986,92.01837496411139
172,CAP,0.2,0.2,83.65493757094211,97.59890235536245,92.13321848980763
173,CAP,0.2,0.30000000000000004,82.74687854710557,97.67920429861667,92.14278878361566
174,CAP,0.2,0.4,82.29284903518729,97.72701313535123,92.21935113407982
175,CAP,0.2,0.5,81.4982973893303,97.79554540262707,92.21935113407982
176,CAP,0.2,0.6,80.11363636363636,97.84221943144195,92.24806201550388
177,CAP,0.2,0.7000000000000001,78.97727272727273,97.90050205385668,92.29591348454397
178,CAP,0.2,0.8,78.06818181818181,97.95871821188277,92.34376495358407
179,CAP,0.2,0.9,76.55719139297848,98.00615244388743,92.4490381854723
180,CAP,0.30000000000000004,0.1,84.41410693970421,97.51574127074986,92.00880467030338
181,CAP,0.30000000000000004,0.2,83.63636363636363,97.59890235536245,92.12364819599962
182,CAP,0.30000000000000004,0.30000000000000004,82.74687854710557,97.67920429861667,92.14278878361566
183,CAP,0.30000000000000004,0.4,82.29284903518729,97.72701313535123,92.21935113407982
184,CAP,0.30000000000000004,0.5,81.4982973893303,97.79554540262707,92.21935113407982
185,CAP,0.30000000000000004,0.6,80.11363636363636,97.84221943144195,92.24806201550388
186,CAP,0.30000000000000004,0.7000000000000001,78.97727272727273,97.90050205385668,92.29591348454397
187,CAP,0.30000000000000004,0.8,78.06818181818181,97.95871821188277,92.34376495358407
188,CAP,0.30000000000000004,0.9,76.55719139297848,98.00615244388743,92.4490381854723
189,CAP,0.4,0.1,84.41410693970421,97.51574127074986,92.00880467030338
190,CAP,0.4,0.2,83.63636363636363,97.59890235536245,92.12364819599962
191,CAP,0.4,0.30000000000000004,82.74687854710557,97.67920429861667,92.14278878361566
192,CAP,0.4,0.4,82.29284903518729,97.72701313535123,92.21935113407982
193,CAP,0.4,0.5,81.4982973893303,97.79554540262707,92.21935113407982
194,CAP,0.4,0.6,80.11363636363636,97.84221943144195,92.24806201550388
195,CAP,0.4,0.7000000000000001,78.97727272727273,97.90050205385668,92.29591348454397
196,CAP,0.4,0.8,78.06818181818181,97.95871821188277,92.34376495358407
197,CAP,0.4,0.9,76.55719139297848,98.00615244388743,92.4490381854723
198,CAP,0.5,0.1,84.7651775486827,97.45573924258413,89.97990238300316
199,CAP,0.5,0.2,84.077892325315,97.54069563180701,90.07560532108336
200,CAP,0.5,0.30000000000000004,83.18077803203661,97.62295081967213,90.0947459086994
201,CAP,0.5,0.4,82.72311212814645,97.67224236752836,90.18087855297158
202,CAP,0.5,0.5,82.0160366552119,97.74269005847952,90.18087855297158
203,CAP,0.5,0.6,80.61926605504587,97.79102384291724,90.22873002201167
204,CAP,0.5,0.7000000000000001,79.47247706422019,97.85071837402172,90.27658149105177
205,CAP,0.5,0.8,78.64523536165328,97.910343217371,90.31486266628386
206,CAP,0.5,0.9,77.11670480549199,97.95870757027878,90.41056560436405
207,CAP,0.6,0.1,84.73019517795638,97.45573924258413,89.96076179538713
208,CAP,0.6,0.2,84.04133180252583,97.54069563180701,90.05646473346732
209,CAP,0.6,0.30000000000000004,83.14220183486239,97.62295081967213,90.07560532108336
210,CAP,0.6,0.4,82.68348623853211,97.67224236752836,90.16173796535554
211,CAP,0.6,0.5,81.9747416762342,97.74269005847952,90.16173796535554
212,CAP,0.6,0.6,80.61926605504587,97.79102384291724,90.22873002201167
213,CAP,0.6,0.7000000000000001,79.47247706422019,97.85071837402172,90.27658149105177
214,CAP,0.6,0.8,78.64523536165328,97.910343217371,90.31486266628386
215,CAP,0.6,0.9,77.11670480549199,97.95870757027878,90.41056560436405
216,CAP,0.7000000000000001,0.1,85.17279821627648,93.43525179856115,93.72188726193895
217,CAP,0.7000000000000001,0.2,84.48660714285714,93.5527350331349,93.77930902478707
218,CAP,0.7000000000000001,0.30000000000000004,83.61204013377926,93.63207547169812,93.7984496124031
219,CAP,0.7000000000000001,0.4,83.16610925306578,93.70441027942992,93.86544166905924
220,CAP,0.7000000000000001,0.5,82.47767857142857,93.77244165170556,93.86544166905924
221,CAP,0.7000000000000001,0.6,81.15942028985508,93.83200628013905,93.92286343190736
222,CAP,0.7000000000000001,0.7000000000000001,80.06681514476614,93.91255605381166,93.96114460713943
223,CAP,0.7000000000000001,0.8,79.26421404682274,93.98251904975348,93.9898554885635
224,CAP,0.7000000000000001,0.9,77.70345596432553,94.0952380952381,93.99942578237152
225,CAP,0.8,0.1,85.15625,93.43525179856115,93.71231696813092
226,CAP,0.8,0.2,84.46927374301676,93.5527350331349,93.76973873097904
227,CAP,0.8,0.30000000000000004,83.59375,93.63207547169812,93.78887931859508
228,CAP,0.8,0.4,83.14732142857143,93.70441027942992,93.85587137525123
229,CAP,0.8,0.5,82.45810055865923,93.77244165170556,93.85587137525123
230,CAP,0.8,0.6,81.13839285714286,93.83200628013905,93.91329313809933
231,CAP,0.8,0.7000000000000001,80.04459308807135,93.91255605381166,93.95157431333142
232,CAP,0.8,0.8,79.26421404682274,93.98251904975348,93.9898554885635
233,CAP,0.8,0.9,77.70345596432553,94.0952380952381,93.99942578237152
234,CAP,0.9,0.1,84.67741935483872,97.45573924258413,89.93205091396305
235,CAP,0.9,0.2,83.98617511520737,97.54069563180701,90.02775385204326
236,CAP,0.9,0.30000000000000004,83.08400460299194,97.62295081967213,90.0468944396593
237,CAP,0.9,0.4,82.62370540851553,97.67224236752836,90.13302708393147
238,CAP,0.9,0.5,81.91244239631337,97.74269005847952,90.13302708393147
239,CAP,0.9,0.6,80.55235903337169,97.79102384291724,90.20001914058761
240,CAP,0.9,0.7000000000000001,79.42528735632183,97.85071837402172,90.25744090343574
241,CAP,0.9,0.8,78.62068965517241,97.910343217371,90.30529237247583
242,CAP,0.9,0.9,77.14285714285715,97.95870757027878,90.42013589817208
243,ETH,0.1,0.1,91.30277878022375,86.27999278369114,91.40501319261215
244,ETH,0.1,0.2,91.04046242774567,86.43854119765871,91.51055408970976
245,ETH,0.1,0.30000000000000004,90.89595375722543,86.56005749708022,91.68205804749341
246,ETH,0.1,0.4,90.63968196602818,86.66547020818378,91.76121372031662
247,ETH,0.1,0.5,90.38322487346349,86.78805274015606,91.78759894459102
248,ETH,0.1,0.6,89.82316853121617,86.86923007977055,91.87335092348286
249,ETH,0.1,0.7000000000000001,89.39393939393939,86.95262827975284,91.94591029023746
250,ETH,0.1,0.8,88.71258564731338,87.05808645842656,91.99208443271768
251,ETH,0.1,0.9,87.5089992800576,87.16917024320458,92.0976253298153
252,ETH,0.2,0.1,91.32469402447803,86.30334746909682,91.43139841688654
253,ETH,0.2,0.2,91.06949945984876,86.45411150139601,91.55672823218998
254,ETH,0.2,0.30000000000000004,90.925459128556,86.58339324227174,91.72163588390502
255,ETH,0.2,0.4,90.67002881844381,86.68880710887711,91.80079155672823
256,ETH,0.2,0.5,90.41441441441441,86.80362429353188,91.83377308707124
257,ETH,0.2,0.6,89.8488120950324,86.88480502017033,91.90633245382585
