Drug,Build_FRS,Test_FRS,Sensitivity,Specificity,DPR,Sensitivity2,Specificity2,TP,FN,TN,FP,UP,UN
RIF,0.4,0.4,95.78335486252077,98.11484461271493,97.87188015467402,94.99450951683748,98.1652784708095,10381,457,24878,478,90,697
RIF,0.4,0.5,95.63532342899327,98.11915933914278,97.88269651983451,94.8389458272328,98.16911680036849,10364,473,24884,477,91,692
RIF,0.4,0.6000000000000001,95.35720878715156,98.12369427253735,97.89621697628512,94.53696925329429,98.17295512992746,10331,503,24893,476,94,684
RIF,0.4,0.7000000000000001,95.0083041151504,98.13960821410271,97.91244152402585,94.22584187408492,98.18830844816337,10297,541,24899,472,90,682
RIF,0.4,0.8,94.64845912529987,98.14369605486146,97.91784970660609,93.86896046852124,98.19214677772233,10258,580,24902,471,90,680
RIF,0.4,0.9,94.07749077490774,98.17551326003861,97.93407425434683,93.3199121522694,98.22285341419415,10198,642,24914,463,88,676
INH,0.30000000000000004,0.1,94.65026786387988,98.74161461947722,93.83207750269106,91.81671790367443,98.84245467699378,12544,709,21343,272,409,1883
INH,0.30000000000000004,0.2,94.44570221115387,98.81043918766113,95.15608180839612,91.60445030010247,98.88075580900502,12515,736,21846,263,411,1389
INH,0.30000000000000004,0.30000000000000004,94.20858155493552,98.8534575420996,95.77233584499461,91.44341970428927,98.9105455783471,12493,768,22072,256,401,1170
INH,0.30000000000000004,0.4,94.0497737556561,98.86811023622047,95.83423035522067,91.28238910847607,98.92331262235083,12471,789,22099,253,402,1146
INH,0.30000000000000004,0.5,93.86540055769086,98.87761033850558,95.8880516684607,91.16527594788464,98.93182398502,12455,814,22112,251,393,1135
INH,0.30000000000000004,0.6000000000000001,93.6718396866054,98.88670303138693,95.90958019375672,91.01156492460841,98.94033534768917,12434,840,22117,249,388,1132
INH,0.30000000000000004,0.7000000000000001,93.46336320506062,98.89137237371479,95.93379978471475,90.84321475625823,98.94459102902374,12411,868,22122,248,383,1128
INH,0.30000000000000004,0.8,93.24497326605919,98.91411207435874,95.95532831001077,90.63094715268628,98.96586943569665,12382,897,22135,243,383,1120
INH,0.30000000000000004,0.9,92.84961613728737,98.92780557541101,95.99031216361679,90.29424681598594,98.9786364797004,12336,950,22144,240,376,1114
INH,0.7000000000000001,0.1,94.6553936740394,98.7435671565673,93.69214208826695,91.78012004098962,98.84671035832837,12539,708,21298,271,415,1929
INH,0.7000000000000001,0.2,94.46458238936717,98.80567078451931,94.66899892357374,91.5605328648807,98.88501149033961,12509,733,21675,262,420,1561
INH,0.7000000000000001,0.30000000000000004,94.20596001508864,98.8569635573087,95.70505920344456,91.39950226906748,98.91480125968167,12487,768,22054,255,407,1189
INH,0.7000000000000001,0.4,94.04663095148268,98.87248322147651,95.81001076426264,91.23115210071731,98.92756830368542,12464,789,22098,252,409,1148
INH,0.7000000000000001,0.5,93.86216256974815,98.88203201860298,95.8665231431647,91.1140389401259,98.93607966635459,12448,814,22112,250,400,1136
INH,0.7000000000000001,0.6000000000000001,93.67040916283625,98.89112452492735,95.89881593110871,90.98960620699751,98.94459102902374,12431,840,22117,248,391,1133
INH,0.7000000000000001,0.7000000000000001,93.46287091429431,98.89579328535027,95.92841765339074,90.83589518372128,98.94884671035832,12410,868,22122,247,384,1129
INH,0.7000000000000001,0.8,93.24497326605919,98.91411207435874,95.95532831001077,90.63094715268628,98.96586943569665,12382,897,22135,243,383,1120
INH,0.7000000000000001,0.9,92.85015428614435,98.92780557541101,95.9930032292788,90.30156638852291,98.9786364797004,12337,950,22144,240,375,1114
PZA,0.30000000000000004,0.1,86.38378720709309,97.28260869565217,97.60029478144719,85.51724137931035,97.3543545164948,2728,430,17542,490,32,489
PZA,0.30000000000000004,0.2,86.15774469433006,97.33296368172996,97.60950670167196,85.26645768025078,97.40294800496734,2720,437,17554,481,33,486
PZA,0.30000000000000004,0.30000000000000004,85.7188093730209,97.374543037554,97.70162590391968,84.858934169279,97.44074294044597,2707,451,17580,474,32,467
PZA,0.30000000000000004,0.4,85.02690724912947,97.40338832908868,97.74307954493115,84.20062695924764,97.46773932293073,2686,473,17593,469,31,459
PZA,0.30000000000000004,0.5,84.28209993674889,97.44951590594744,97.81677490672931,83.5423197492163,97.51093353490631,2665,497,17614,461,28,446
PZA,0.30000000000000004,0.6000000000000001,83.49668036674043,97.47801559648249,97.84901662751601,82.78996865203762,97.53792991739107,2641,522,17625,456,27,440
PZA,0.30000000000000004,0.7000000000000001,82.80657395701644,97.51686760314125,97.85822854774078,82.13166144200626,97.57572485286971,2620,544,17633,449,26,439
PZA,0.30000000000000004,0.8,82.2432859399684,97.57230548028535,97.86744046796555,81.5987460815047,97.6297176178392,2603,562,17644,439,25,438
PZA,0.30000000000000004,0.9,80.9478672985782,97.6281307016089,97.8858643084151,80.31347962382445,97.68371038280871,2562,603,17658,429,25,434
PZA,0.7000000000000001,0.1,86.35353855918756,97.29879638360418,97.55423518032333,85.29780564263322,97.37055234598564,2721,430,17542,487,39,492
PZA,0.7000000000000001,0.2,86.11817026683609,97.349157054126,97.55423518032333,84.98432601880877,97.41914583445819,2711,437,17554,478,42,489
PZA,0.7000000000000001,0.30000000000000004,85.67799301365513,97.38533126523376,97.65096034268343,84.57680250783699,97.45154149343988,2698,451,17580,472,41,469
PZA,0.7000000000000001,0.4,84.99365482233503,97.4141749723145,97.70162590391968,83.98119122257053,97.47853787592463,2679,473,17593,467,38,461
PZA,0.7000000000000001,0.5,84.27215189873418,97.4602998948708,97.79835106627976,83.47962382445141,97.52173208790023,2663,497,17614,459,30,448
PZA,0.7000000000000001,0.6000000000000001,83.49146110056927,97.48879915924553,97.83519874717885,82.75862068965517,97.54872847038497,2640,522,17625,454,28,442
PZA,0.7000000000000001,0.7000000000000001,82.80113815997471,97.52765486725664,97.84441066740362,82.10031347962382,97.58652340586362,2619,544,17633,447,27,441
PZA,0.7000000000000001,0.8,82.23767383059418,97.58309827996239,97.85362258762838,81.56739811912226,97.64051617083311,2602,562,17644,437,26,440
PZA,0.7000000000000001,0.9,80.94184576485462,97.63892728780758,97.87204642807794,80.28213166144201,97.6945089358026,2561,603,17658,427,26,436
MXF,0.4,0.1,94.0934065934066,94.08626733729615,93.27515997673066,91.8538384177003,94.53790385021469,2740,172,12346,776,71,1085
MXF,0.4,0.2,93.87052341597796,94.18657738548166,93.34496800465388,91.38451223600403,94.62236925459281,2726,178,12378,764,79,1065
MXF,0.4,0.30000000000000004,93.34712168217855,94.25138772716903,93.37987201861547,90.78109285953738,94.67867952417822,2708,193,12395,756,82,1056
MXF,0.4,0.4,92.86206896551724,94.29201185680627,93.40895869691681,90.2782433791485,94.71387344266911,2693,207,12406,751,83,1050
MXF,0.4,0.5,92.06622973439117,94.3693009118541,93.42059336823735,89.47368421052632,94.78426127965088,2669,230,12419,741,84,1047
MXF,0.4,0.6000000000000001,90.73691460055096,94.44697660285627,93.47294938917976,88.33389205497821,94.85464911663264,2635,269,12433,731,79,1043
MXF,0.4,0.7000000000000001,89.51529735304227,94.49631822667578,93.5543920884235,87.29466979550787,94.89688181882171,2604,305,12448,725,74,1034
MXF,0.4,0.8,88.56063208519409,94.58475540386803,93.63583478766725,86.42306402950051,94.97430843950166,2578,333,12471,714,72,1022
MXF,0.4,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
AMI,0.2,0.1,87.44855967078189,98.27564971055548,92.10909848011659,85.17034068136272,98.41941857183178,1275,183,15958,280,39,1477
AMI,0.2,0.2,86.89986282578876,98.3205167640726,92.19758484280658,84.63593854375418,98.45893310753598,1267,191,15982,273,39,1460
AMI,0.2,0.30000000000000004,86.28257887517147,98.38352796558083,92.27566104518009,84.03473613894455,98.51538244425629,1258,200,16007,263,39,1445
AMI,0.2,0.4,85.86135895676047,98.41523341523342,92.3225067666042,83.56713426853707,98.54360711261643,1251,206,16022,258,40,1435
AMI,0.2,0.5,85.41953232462174,98.43414184832669,92.33291692692067,82.96593186372746,98.56054191363252,1242,212,16030,255,43,1430
AMI,0.2,0.6000000000000001,84.40934065934066,98.45946111827165,92.38496772850301,82.09752839011357,98.58312164832064,1229,227,16042,251,41,1422
AMI,0.2,0.7000000000000001,83.52779684282773,98.46625766871165,92.42660836976889,81.29592518370073,98.58876658199266,1217,240,16050,250,40,1415
AMI,0.2,0.8,82.62362637362637,98.47379711921545,92.49947949198418,80.36072144288578,98.59441151566469,1203,253,16066,249,41,1400
AMI,0.2,0.9,81.53740562800274,98.49941814172843,92.56714553404123,79.35871743486975,98.6169912503528,1188,269,16082,245,40,1388
AMI,0.6000000000000001,0.1,88.3495145631068,98.22992006090597,89.54819904226525,85.10354041416166,98.4250635055038,1274,168,15483,279,55,1953
AMI,0.6000000000000001,0.2,87.8556557945871,98.27564346392799,89.60545492400584,84.5691382765531,98.46457804120801,1266,175,15502,272,56,1941
AMI,0.6000000000000001,0.30000000000000004,87.23108952116586,98.34030153300392,89.66791588590465,83.96793587174348,98.5210273779283,1257,184,15524,262,56,1929
AMI,0.6000000000000001,0.4,86.80555555555556,98.37331476675739,89.73037684780346,83.500334001336,98.54925204628846,1250,190,15542,257,57,1916
AMI,0.6000000000000001,0.5,86.36047320807238,98.39291363492566,89.74599208827816,82.89913159652639,98.56618684730455,1241,196,15551,254,60,1910
AMI,0.6000000000000001,0.6000000000000001,85.39638386648123,98.41912229669913,89.79804288986051,82.03072812291249,98.58876658199266,1228,210,15564,250,59,1901
AMI,0.6000000000000001,0.7000000000000001,84.38584316446912,98.42644084934277,89.86570893191755,81.22912491649966,98.59441151566469,1216,225,15575,249,56,1891
AMI,0.6000000000000001,0.8,83.47222222222223,98.43444227005871,89.9489902144493,80.2939211756847,98.60005644933672,1202,238,15593,248,57,1874
AMI,0.6000000000000001,0.9,82.37335183900069,98.46105329549039,90.02706641682282,79.29191716766867,98.62263618402484,1187,254,15611,244,56,1860
CAP,0.1,0.1,84.02173913043478,97.60509816013979,92.2950251343387,80.85774058577407,97.7981477981478,773,147,9496,233,36,853
CAP,0.1,0.2,83.27904451682954,97.67967145790554,92.39902929450511,80.23012552301255,97.86429786429787,767,154,9514,226,35,842
CAP,0.1,0.30000000000000004,82.41042345276874,97.75177086541423,92.40769630785232,79.39330543933055,97.93044793044793,759,162,9522,219,35,841
CAP,0.1,0.4,81.97611292073833,97.7948717948718,92.48569942797712,78.97489539748955,97.96824796824797,755,166,9535,215,35,832
CAP,0.1,0.5,81.21606948968513,97.85641025641026,92.48569942797712,78.24267782426779,98.02494802494802,748,173,9541,209,35,832
CAP,0.1,0.6000000000000001,79.8913043478261,97.89851358277805,92.52036748136592,76.88284518828452,98.06274806274806,735,185,9550,205,36,827
CAP,0.1,0.7000000000000001,78.69565217391305,97.95102960762217,92.57236956144912,75.73221757322176,98.1099981099981,724,196,9561,200,36,821
CAP,0.1,0.8,77.71739130434783,98.00327667417571,92.61570462818513,74.7907949790795,98.15724815724816,715,205,9571,195,36,816
CAP,0.1,0.9,76.273022751896,98.0460358056266,92.71970878835153,73.64016736401673,98.1950481950482,704,219,9584,191,33,807
MXF,0.8,0.1,94.0934065934066,94.08626733729615,93.27515997673066,91.8538384177003,94.53790385021469,2740,172,12346,776,71,1085
MXF,0.8,0.2,93.87052341597796,94.18657738548166,93.34496800465388,91.38451223600403,94.62236925459281,2726,178,12378,764,79,1065
MXF,0.8,0.30000000000000004,93.34712168217855,94.25138772716903,93.37987201861547,90.78109285953738,94.67867952417822,2708,193,12395,756,82,1056
MXF,0.8,0.4,92.86206896551724,94.29201185680627,93.40895869691681,90.2782433791485,94.71387344266911,2693,207,12406,751,83,1050
MXF,0.8,0.5,92.06622973439117,94.3693009118541,93.42059336823735,89.47368421052632,94.78426127965088,2669,230,12419,741,84,1047
MXF,0.8,0.6000000000000001,90.73691460055096,94.44697660285627,93.47294938917976,88.33389205497821,94.85464911663264,2635,269,12433,731,79,1043
MXF,0.8,0.7000000000000001,89.51529735304227,94.49631822667578,93.5543920884235,87.29466979550787,94.89688181882171,2604,305,12448,725,74,1034
MXF,0.8,0.8,88.56063208519409,94.58475540386803,93.63583478766725,86.42306402950051,94.97430843950166,2578,333,12471,714,72,1022
MXF,0.8,0.9,87.00719917723688,94.72607410775176,93.74054682955206,85.08213208179684,95.10100654606885,2538,379,12501,696,66,1010
EMB,0.2,0.1,94.73684210526315,91.94936321566529,90.5897695986089,87.63800904977376,92.73636991028296,4842,269,24042,2105,414,2833
EMB,0.2,0.2,94.53476983349657,92.07507028341311,91.07955368787131,87.34841628959276,92.80193236714976,4826,279,24236,2086,420,2658
EMB,0.2,0.30000000000000004,94.29970617042116,92.13725712987161,91.3143022750326,87.131221719457,92.83643892339545,4814,291,24327,2076,420,2577
EMB,0.2,0.4,94.12110523221634,92.1864963917331,91.49398637878569,86.93212669683258,92.86404416839198,4803,300,24399,2068,422,2513
EMB,0.2,0.5,93.86635312561239,92.25051877004339,91.60411534560208,86.69683257918552,92.91235334713596,4790,313,24451,2054,422,2475
EMB,0.2,0.6000000000000001,93.51616062683644,92.29348809164908,91.69975365889002,86.40723981900452,92.94340924775707,4774,331,24491,2045,420,2444
EMB,0.2,0.7000000000000001,93.26678410647877,92.33869448943463,91.74902188088683,86.24434389140272,92.98136645962732,4765,344,24515,2034,416,2431
EMB,0.2,0.8,92.82221787600234,92.38704819277108,91.79249384147225,85.90045248868779,93.02277432712215,4746,367,24538,2022,412,2420
EMB,0.2,0.9,91.93201797226021,92.47441300421433,91.85625271699753,85.1764705882353,93.09868875086266,4706,413,24576,2000,406,2404
PZA,0.4,0.1,86.37515842839036,97.29339988907377,97.58187094099765,85.45454545454545,97.36515306948868,2726,430,17542,488,34,491
PZA,0.4,0.2,86.15335868187579,97.34375866467032,97.5956888213348,85.23510971786834,97.41374655796123,2719,437,17554,479,34,488
PZA,0.4,0.30000000000000004,85.71428571428571,97.37993685260068,97.6924139836949,84.82758620689656,97.44614221694293,2706,451,17580,473,33,468
PZA,0.4,0.4,85.03638089212274,97.4087813520846,97.74768550504352,84.26332288401254,97.47313859942767,2688,473,17593,468,29,460
PZA,0.4,0.5,84.28706923806513,97.45490760208033,97.81677490672931,83.57366771159874,97.51633281140327,2666,497,17614,460,27,447
PZA,0.4,0.6000000000000001,83.49668036674043,97.48340707964603,97.84441066740362,82.78996865203762,97.54332919388801,2641,522,17625,455,27,441
PZA,0.4,0.7000000000000001,82.80113815997471,97.52226093689508,97.84901662751601,82.10031347962382,97.58112412936667,2619,544,17633,448,27,440
PZA,0.4,0.8,82.23767383059418,97.57770158168344,97.85822854774078,81.56739811912226,97.63511689433616,2602,562,17644,438,26,439
PZA,0.4,0.9,80.94184576485462,97.63352869622913,97.87665238819032,80.28213166144201,97.68910965930566,2561,603,17658,428,26,435
PZA,0.8,0.1,86.3405336721728,97.29879638360418,97.54041729998619,85.2037617554859,97.37055234598564,2718,430,17542,487,42,492
PZA,0.8,0.2,86.10050890585241,97.349157054126,97.5358113398738,84.858934169279,97.41914583445819,2707,437,17554,478,46,489
PZA,0.8,0.30000000000000004,85.65065224307986,97.38533126523376,97.62332458200912,84.38871473354233,97.45154149343988,2692,451,17580,472,47,469
PZA,0.8,0.4,84.96503496503497,97.4141749723145,97.67399014324536,83.79310344827586,97.47853787592463,2673,473,17593,467,44,461
PZA,0.8,0.5,84.2422320862397,97.4602998948708,97.77071530560545,83.29153605015675,97.52173208790023,2657,497,17614,459,36,448
PZA,0.8,0.6000000000000001,83.46007604562737,97.48879915924553,97.80756298650454,82.5705329153605,97.54872847038497,2634,522,17625,454,34,442
PZA,0.8,0.7000000000000001,82.76845106113399,97.52765486725664,97.81677490672931,81.91222570532915,97.58652340586362,2613,544,17633,447,33,441
PZA,0.8,0.8,82.23767383059418,97.58309827996239,97.85362258762838,81.56739811912226,97.64051617083311,2602,562,17644,437,26,440
PZA,0.8,0.9,80.94184576485462,97.63892728780758,97.87204642807794,80.28213166144201,97.6945089358026,2561,603,17658,427,26,436
AMI,0.30000000000000004,0.1,87.44855967078189,98.27564971055548,92.10909848011659,85.17034068136272,98.41941857183178,1275,183,15958,280,39,1477
AMI,0.30000000000000004,0.2,86.89986282578876,98.3205167640726,92.19758484280658,84.63593854375418,98.45893310753598,1267,191,15982,273,39,1460
AMI,0.30000000000000004,0.30000000000000004,86.28257887517147,98.38352796558083,92.27566104518009,84.03473613894455,98.51538244425629,1258,200,16007,263,39,1445
AMI,0.30000000000000004,0.4,85.86135895676047,98.41523341523342,92.3225067666042,83.56713426853707,98.54360711261643,1251,206,16022,258,40,1435
AMI,0.30000000000000004,0.5,85.41953232462174,98.43414184832669,92.33291692692067,82.96593186372746,98.56054191363252,1242,212,16030,255,43,1430
AMI,0.30000000000000004,0.6000000000000001,84.40934065934066,98.45946111827165,92.38496772850301,82.09752839011357,98.58312164832064,1229,227,16042,251,41,1422
AMI,0.30000000000000004,0.7000000000000001,83.52779684282773,98.46625766871165,92.42660836976889,81.29592518370073,98.58876658199266,1217,240,16050,250,40,1415
AMI,0.30000000000000004,0.8,82.62362637362637,98.47379711921545,92.49947949198418,80.36072144288578,98.59441151566469,1203,253,16066,249,41,1400
AMI,0.30000000000000004,0.9,81.53740562800274,98.49941814172843,92.56714553404123,79.35871743486975,98.6169912503528,1188,269,16082,245,40,1388
AMI,0.7000000000000001,0.1,87.44855967078189,98.27564971055548,92.10909848011659,85.17034068136272,98.41941857183178,1275,183,15958,280,39,1477
AMI,0.7000000000000001,0.2,86.89986282578876,98.3205167640726,92.19758484280658,84.63593854375418,98.45893310753598,1267,191,15982,273,39,1460
AMI,0.7000000000000001,0.30000000000000004,86.28257887517147,98.38352796558083,92.27566104518009,84.03473613894455,98.51538244425629,1258,200,16007,263,39,1445
AMI,0.7000000000000001,0.4,85.86135895676047,98.41523341523342,92.3225067666042,83.56713426853707,98.54360711261643,1251,206,16022,258,40,1435
AMI,0.7000000000000001,0.5,85.41953232462174,98.43414184832669,92.33291692692067,82.96593186372746,98.56054191363252,1242,212,16030,255,43,1430
AMI,0.7000000000000001,0.6000000000000001,84.40934065934066,98.45946111827165,92.38496772850301,82.09752839011357,98.58312164832064,1229,227,16042,251,41,1422
AMI,0.7000000000000001,0.7000000000000001,83.52779684282773,98.46625766871165,92.42660836976889,81.29592518370073,98.58876658199266,1217,240,16050,250,40,1415
AMI,0.7000000000000001,0.8,82.62362637362637,98.47379711921545,92.49947949198418,80.36072144288578,98.59441151566469,1203,253,16066,249,41,1400
AMI,0.7000000000000001,0.9,81.53740562800274,98.49941814172843,92.56714553404123,79.35871743486975,98.6169912503528,1188,269,16082,245,40,1388
CAP,0.2,0.1,84.03908794788273,97.60509816013979,92.30369214768591,80.9623430962343,97.7981477981478,774,147,9496,233,35,853
CAP,0.2,0.2,83.29718004338395,97.67967145790554,92.40769630785232,80.3347280334728,97.86429786429787,768,154,9514,226,34,842
CAP,0.2,0.30000000000000004,82.4295010845987,97.75177086541423,92.41636332119951,79.49790794979079,97.93044793044793,760,162,9522,219,34,841
CAP,0.2,0.4,81.99566160520607,97.7948717948718,92.49436644132432,79.07949790794979,97.96824796824797,756,166,9535,215,34,832
CAP,0.2,0.5,81.23644251626898,97.85641025641026,92.49436644132432,78.34728033472803,98.02494802494802,749,173,9541,209,34,832
CAP,0.2,0.6000000000000001,79.91313789359393,97.89851358277805,92.52903449471313,76.98744769874477,98.06274806274806,736,185,9550,205,35,827
CAP,0.2,0.7000000000000001,78.71878393051031,97.95102960762217,92.58103657479633,75.83682008368201,98.1099981099981,725,196,9561,200,35,821
CAP,0.2,0.8,77.74158523344191,98.00327667417571,92.62437164153233,74.89539748953975,98.15724815724816,716,205,9571,195,35,816
CAP,0.2,0.9,76.2987012987013,98.0460358056266,92.72837580169873,73.74476987447699,98.1950481950482,705,219,9584,191,32,807
CAP,0.5,0.1,84.02173913043478,97.60509816013979,92.2950251343387,80.85774058577407,97.7981477981478,773,147,9496,233,36,853
CAP,0.5,0.2,83.27904451682954,97.67967145790554,92.39902929450511,80.23012552301255,97.86429786429787,767,154,9514,226,35,842
CAP,0.5,0.30000000000000004,82.4295010845987,97.75177086541423,92.41636332119951,79.49790794979079,97.93044793044793,760,162,9522,219,34,841
CAP,0.5,0.4,81.99566160520607,97.7948717948718,92.49436644132432,79.07949790794979,97.96824796824797,756,166,9535,215,34,832
CAP,0.5,0.5,81.23644251626898,97.85641025641026,92.49436644132432,78.34728033472803,98.02494802494802,749,173,9541,209,34,832
CAP,0.5,0.6000000000000001,79.91313789359393,97.89851358277805,92.52903449471313,76.98744769874477,98.06274806274806,736,185,9550,205,35,827
CAP,0.5,0.7000000000000001,78.71878393051031,97.95102960762217,92.58103657479633,75.83682008368201,98.1099981099981,725,196,9561,200,35,821
CAP,0.5,0.8,77.74158523344191,98.00327667417571,92.62437164153233,74.89539748953975,98.15724815724816,716,205,9571,195,35,816
CAP,0.5,0.9,76.2987012987013,98.0460358056266,92.72837580169873,73.74476987447699,98.1950481950482,705,219,9584,191,32,807
EMB,0.9,0.1,95.39551357733176,91.41046988587905,86.08897261266483,87.74660633484163,92.70186335403726,4848,234,22508,2115,443,4357
EMB,0.9,0.2,95.09938988388113,91.58435718300811,86.90624547167077,87.45701357466064,92.76742581090407,4832,249,22810,2096,444,4074
EMB,0.9,0.30000000000000004,94.76995674400315,91.79676747021117,88.43645848427764,87.23981900452489,92.80193236714976,4820,266,23343,2086,439,3551
EMB,0.9,0.4,94.4804557061481,91.96069328381307,89.66526590349226,87.05882352941177,92.82953761214631,4810,281,23770,2078,434,3132
EMB,0.9,0.5,93.98510971786834,92.12724568028379,90.77235183306766,86.82352941176471,92.87784679089027,4797,307,24153,2064,421,2763
EMB,0.9,0.6000000000000001,93.54207436399217,92.23502739467222,91.50847703231416,86.5158371040724,92.90890269151139,4780,330,24410,2055,415,2515
EMB,0.9,0.7000000000000001,93.27468230694038,92.29667596291551,91.72293870453558,86.3529411764706,92.94685990338164,4771,344,24490,2044,410,2446
EMB,0.9,0.8,92.8292301680344,92.34910952972626,91.80408636429503,85.99095022624435,92.98826777087646,4751,367,24527,2032,407,2421
EMB,0.9,0.9,91.94146341463416,92.43735420272405,91.8794377626431,85.28506787330316,93.06418219461698,4712,413,24568,2010,400,2402
EMB,0.6000000000000001,0.1,94.7172034564022,92.01150527325024,90.32603970439067,87.29411764705883,92.81228433402346,4823,269,23992,2083,433,2905
EMB,0.6000000000000001,0.2,94.51435312622887,92.13804136670095,90.82451818577017,87.00452488687783,92.87784679089027,4807,279,24189,2064,439,2727
EMB,0.6000000000000001,0.30000000000000004,94.27841132520645,92.21645382545758,91.21866396174467,86.78733031674209,92.91235334713596,4795,291,24335,2054,439,2591
EMB,0.6000000000000001,0.4,94.10029498525073,92.26815811352127,91.4273293725547,86.60633484162896,92.93995859213251,4785,300,24416,2046,440,2518
EMB,0.6000000000000001,0.5,93.84464110127827,92.33236481642201,91.5403564700768,86.37104072398189,92.98826777087646,4772,313,24469,2032,440,2479
EMB,0.6000000000000001,0.6000000000000001,93.4932180066837,92.37581970302253,91.64179104477613,86.08144796380091,93.01932367149759,4756,331,24511,2023,438,2446
EMB,0.6000000000000001,0.7000000000000001,93.24297780396779,92.42098918898557,91.69105926677294,85.91855203619909,93.05728088336784,4747,344,24535,2012,434,2433
EMB,0.6000000000000001,0.8,92.79685966633954,92.46902888127424,91.73163309665266,85.57466063348417,93.09868875086266,4728,367,24557,2000,430,2423
EMB,0.6000000000000001,0.9,91.90354832385806,92.55287122751562,91.79829010288364,84.85067873303167,93.1711525189786,4688,413,24595,1979,424,2406
AMI,0.4,0.1,87.44855967078189,98.27564971055548,92.10909848011659,85.17034068136272,98.41941857183178,1275,183,15958,280,39,1477
AMI,0.4,0.2,86.89986282578876,98.3205167640726,92.19758484280658,84.63593854375418,98.45893310753598,1267,191,15982,273,39,1460
AMI,0.4,0.30000000000000004,86.28257887517147,98.38352796558083,92.27566104518009,84.03473613894455,98.51538244425629,1258,200,16007,263,39,1445
AMI,0.4,0.4,85.86135895676047,98.41523341523342,92.3225067666042,83.56713426853707,98.54360711261643,1251,206,16022,258,40,1435
AMI,0.4,0.5,85.41953232462174,98.43414184832669,92.33291692692067,82.96593186372746,98.56054191363252,1242,212,16030,255,43,1430
AMI,0.4,0.6000000000000001,84.40934065934066,98.45946111827165,92.38496772850301,82.09752839011357,98.58312164832064,1229,227,16042,251,41,1422
AMI,0.4,0.7000000000000001,83.52779684282773,98.46625766871165,92.42660836976889,81.29592518370073,98.58876658199266,1217,240,16050,250,40,1415
AMI,0.4,0.8,82.62362637362637,98.47379711921545,92.49947949198418,80.36072144288578,98.59441151566469,1203,253,16066,249,41,1400
AMI,0.4,0.9,81.53740562800274,98.49941814172843,92.56714553404123,79.35871743486975,98.6169912503528,1188,269,16082,245,40,1388
CAP,0.30000000000000004,0.1,84.02173913043478,97.60509816013979,92.2950251343387,80.85774058577407,97.7981477981478,773,147,9496,233,36,853
CAP,0.30000000000000004,0.2,83.27904451682954,97.67967145790554,92.39902929450511,80.23012552301255,97.86429786429787,767,154,9514,226,35,842
CAP,0.30000000000000004,0.30000000000000004,82.4295010845987,97.75177086541423,92.41636332119951,79.49790794979079,97.93044793044793,760,162,9522,219,34,841
CAP,0.30000000000000004,0.4,81.99566160520607,97.7948717948718,92.49436644132432,79.07949790794979,97.96824796824797,756,166,9535,215,34,832
CAP,0.30000000000000004,0.5,81.23644251626898,97.85641025641026,92.49436644132432,78.34728033472803,98.02494802494802,749,173,9541,209,34,832
CAP,0.30000000000000004,0.6000000000000001,79.91313789359393,97.89851358277805,92.52903449471313,76.98744769874477,98.06274806274806,736,185,9550,205,35,827
CAP,0.30000000000000004,0.7000000000000001,78.71878393051031,97.95102960762217,92.58103657479633,75.83682008368201,98.1099981099981,725,196,9561,200,35,821
CAP,0.30000000000000004,0.8,77.74158523344191,98.00327667417571,92.62437164153233,74.89539748953975,98.15724815724816,716,205,9571,195,35,816
CAP,0.30000000000000004,0.9,76.2987012987013,98.0460358056266,92.72837580169873,73.74476987447699,98.1950481950482,705,219,9584,191,32,807
PZA,0.5,0.1,86.35786802030458,97.29339988907377,97.5634471005481,85.32915360501568,97.36515306948868,2722,430,17542,488,38,491
PZA,0.5,0.2,86.12698412698413,97.34375866467032,97.5680530606605,85.04702194357367,97.41374655796123,2713,437,17554,479,40,488
PZA,0.5,0.30000000000000004,85.68708346556649,97.37993685260068,97.66477822302059,84.63949843260188,97.44614221694293,2700,451,17580,473,39,468
PZA,0.5,0.4,85.00792393026941,97.4087813520846,97.7200497443692,84.07523510971787,97.47313859942767,2682,473,17593,468,35,460
PZA,0.5,0.5,84.28706923806513,97.45490760208033,97.81677490672931,83.57366771159874,97.51633281140327,2666,497,17614,460,27,447
PZA,0.5,0.6000000000000001,83.49668036674043,97.48340707964603,97.84441066740362,82.78996865203762,97.54332919388801,2641,522,17625,455,27,441
PZA,0.5,0.7000000000000001,82.80113815997471,97.52226093689508,97.84901662751601,82.10031347962382,97.58112412936667,2619,544,17633,448,27,440
PZA,0.5,0.8,82.23767383059418,97.57770158168344,97.85822854774078,81.56739811912226,97.63511689433616,2602,562,17644,438,26,439
PZA,0.5,0.9,80.94184576485462,97.63352869622913,97.87665238819032,80.28213166144201,97.68910965930566,2561,603,17658,428,26,435
AMI,0.8,0.1,87.44855967078189,98.27564971055548,92.10909848011659,85.17034068136272,98.41941857183178,1275,183,15958,280,39,1477
AMI,0.8,0.2,86.89986282578876,98.3205167640726,92.19758484280658,84.63593854375418,98.45893310753598,1267,191,15982,273,39,1460
AMI,0.8,0.30000000000000004,86.28257887517147,98.38352796558083,92.27566104518009,84.03473613894455,98.51538244425629,1258,200,16007,263,39,1445
