,Unnamed: 0,DRUG,BACKGROUND_RATE,p_value,SENSITIVITY,SPECIFICITY,DPR,SENSITIVITY2,SPECIFICITY2
4,,LEV,0.15,0.9,0.9115076474872542,0.9696315831535204,0.9209366889975255,0.874257771568285,0.9722749160951408
5,,LEV,0.15,0.95,0.9112814895947426,0.9701888308557653,0.9164101635584525,0.8718127837932239,0.9729315628192032
6,,LEV,0.2,0.9,0.9078659868900218,0.971320218061152,0.9296276178405456,0.8707649318896262,0.9735152487961477
7,,LEV,0.2,0.95,0.9078659868900218,0.9712520788785934,0.9278170076649164,0.8707649318896262,0.9735152487961477
8,,LEV,0.25,0.9,0.906215921483097,0.9714914002984372,0.9345162653147444,0.8707649318896262,0.9735152487961477
9,,LEV,0.25,0.95,0.9059766763848397,0.9715453545040088,0.9334298992093669,0.8683199441145651,0.9735882095432657
10,,MXF,0.05,0.9,0.937434279705573,0.9292324176894603,0.9220626681317016,0.9207332816937774,0.9354795737122558
11,,MXF,0.05,0.95,0.9373684210526316,0.9294587616310226,0.9217216686242564,0.9197004905757811,0.9357015985790409
12,,MXF,0.1,0.9,0.9360296061326989,0.9313749097038285,0.930095100973743,0.9142783372063,0.9367229129662522
13,,MXF,0.1,0.95,0.935757897531192,0.9327568716487126,0.9270639942408972,0.9101471727343144,0.9381882770870338
14,,MXF,0.15,0.9,0.9354066985645934,0.9341954571483108,0.9365362027810404,0.9085979860573199,0.938765541740675
15,,MXF,0.15,0.95,0.9356040447046301,0.9339240994028125,0.9291099912855681,0.9078233927188226,0.9390763765541741
16,,MXF,0.2,0.9,0.9352345415778252,0.9350835322195704,0.9359299814344713,0.906016008262329,0.9396092362344582
17,,MXF,0.2,0.95,0.9352345415778252,0.9350432249128338,0.9354374265903839,0.906016008262329,0.9396092362344582
18,,MXF,0.25,0.9,0.9337413517828632,0.935385784872672,0.9398704201871708,0.906016008262329,0.9396092362344582
